# FPS: 240.0
Frame,Time(s),DisplacementX(px),DisplacementZ(px)
422,1.7583333,0.14190674,-2.2654572
423,1.7625,0.11065674,-1.7913513
424,1.7666667,0.092041016,-0.54907227
425,1.7708334,0.056274414,1.063385
426,1.775,-0.18670654,2.6100922
427,1.7791667,-0.21142578,3.104828
428,1.7833333,-0.022460938,2.6926117
429,1.7875,-0.021240234,2.6947937
430,1.7916666,-0.020080566,-0.12083435
431,1.7958333,-0.20880127,-0.097854614
432,1.8,-0.05444336,-2.2818756
433,1.8041667,-0.11090088,-2.3797455
434,1.8083333,-0.076538086,-2.2679443
435,1.8125,-0.39074707,-1.7160797
436,1.8166667,-0.18188477,-0.49275208
437,1.8208333,-0.22161865,1.149765
438,1.825,-0.19488525,2.6292877
439,1.8291667,0.055908203,3.1764832
440,1.8333334,0.06414795,2.6089783
441,1.8375,-0.041748047,1.373352
442,1.8416667,-0.2300415,-0.1882019
443,1.8458333,0.41900635,-1.4749451
444,1.85,0.4519043,-1.4692078
445,1.8541666,0.18640137,-2.5581665
446,1.8583333,0.26501465,-2.5414276
447,1.8625,-0.05279541,-1.654892
448,1.8666667,0.046203613,-0.55026245
449,1.8708333,-0.017578125,1.173233
450,1.875,-0.14123535,2.5922546
451,1.8791667,0.04449463,3.1598969
452,1.8833333,0.24456787,2.5126953
453,1.8875,0.22314453,1.1984711
454,1.8916667,0.090026855,-0.27070618
455,1.8958334,0.5428467,-1.5286865
456,1.9,0.33325195,-2.371109
457,1.9041667,0.45959473,-2.4663544
458,1.9083333,0.51678467,-2.3375702
459,1.9125,0.033569336,-1.6989441
460,1.9166666,0.06738281,-1.7039642
461,1.9208333,0.10620117,1.2719116
462,1.925,0.10620117,1.2719116
463,1.9291667,0.1395874,3.2225037
464,1.9333333,0.18878174,2.4702148
465,1.9375,0.12994385,1.157135
466,1.9416667,0.026123047,-0.3433075
467,1.9458333,0.12683105,-1.6499786
468,1.95,0.1607666,-2.3268433
469,1.9541667,0.06378174,-2.3399963
470,1.9583334,0.09057617,-2.2477875
471,1.9625,0.026489258,-1.5375214
472,1.9666667,-0.24743652,-0.33061218
473,1.9708333,-0.17047119,1.3803711
474,1.975,-0.1071167,2.7539978
475,1.9791666,-0.22576904,2.6799164
476,1.9833333,-0.026611328,2.385315
477,1.9875,0.17260742,2.398178
478,1.9916667,-0.22747803,-0.423172
479,1.9958333,0.12261963,-1.5641327
480,2.0,-0.015075684,-2.34021
481,2.0041666,0.098083496,-2.4539185
482,2.0083334,-0.012268066,-2.2381287
483,2.0125,0.17102051,-1.528595
484,2.0166667,-0.36566162,-0.2793579
485,2.0208333,0.08154297,1.4634552
486,2.025,0.12866211,2.742096
487,2.0291667,-0.17608643,3.0912933
488,2.0333333,-0.061584473,2.3476868
489,2.0375,-0.04650879,0.92385864
490,2.0416667,-0.04827881,0.8995819
491,2.0458333,0.11633301,-1.6287537
492,2.05,0.11633301,-1.6287537
493,2.0541666,0.05859375,-2.4641876
494,2.0583334,-0.20025635,-2.2751465
495,2.0625,-0.085510254,-1.5012207
